Entity,Code,Year,Fossil fuels per capita (kWh)
Iran,IRN,1988,12468.52
Iran,IRN,1989,13325.73
Iran,IRN,1990,14595.22
Iran,IRN,1991,15599.07
Iran,IRN,1992,16653.10
Iran,IRN,1993,15030.51
Iran,IRN,1994,16866.01
Iran,IRN,1995,17573.54
Iran,IRN,1996,18750.10
Iran,IRN,1997,19271.87
Iran,IRN,1998,19610.20
Iran,IRN,1999,20782.92
Iran,IRN,2000,21630.81
Iran,IRN,2001,22533.66
Iran,IRN,2002,24052.29
Iran,IRN,2003,24220.67
Iran,IRN,2004,26184.97
Iran,IRN,2005,27695.04
Iran,IRN,2006,29821.14
Iran,IRN,2007,31642.69
Iran,IRN,2008,32919.39
Iran,IRN,2009,33677.47
Iran,IRN,2010,33278.50
Iran,IRN,2011,34369.44
Iran,IRN,2012,34119.88
Iran,IRN,2013,35138.56
Iran,IRN,2014,36243.00
Iran,IRN,2015,35613.72
Iran,IRN,2016,36979.35
Iran,IRN,2017,38162.74
Iran,IRN,2018,39606.50
Iran,IRN,2019,40281.52
Iraq,IRQ,1965,2406.77
Iraq,IRQ,1966,2596.33
Iraq,IRQ,1967,2533.84
Iraq,IRQ,1968,2612.65
Iraq,IRQ,1969,2963.96
Iraq,IRQ,1970,3633.99
Iraq,IRQ,1971,3849.68
Iraq,IRQ,1972,4424.31
Iraq,IRQ,1973,4155.65
Iraq,IRQ,1974,3937.68
Iraq,IRQ,1975,4186.36
Iraq,IRQ,1976,5207.25
Iraq,IRQ,1977,5178.92
Iraq,IRQ,1978,4793.62
Iraq,IRQ,1979,5804.64
Iraq,IRQ,1980,6820.43
Iraq,IRQ,1981,6602.98
Iraq,IRQ,1982,6718.85
Iraq,IRQ,1983,7252.92
Iraq,IRQ,1984,7770.59
Iraq,IRQ,1985,8988.66
Iraq,IRQ,1986,9765.12
Iraq,IRQ,1987,11154.30
Iraq,IRQ,1988,12798.14
Iraq,IRQ,1989,14070.15
Iraq,IRQ,1990,12359.05
Iraq,IRQ,1991,8240.38
Iraq,IRQ,1992,12330.59
Iraq,IRQ,1993,16377.47
Iraq,IRQ,1994,18305.76
Iraq,IRQ,1995,17298.27
Iraq,IRQ,1996,17517.90
Iraq,IRQ,1997,20021.39
Iraq,IRQ,1998,13424.99
Iraq,IRQ,1999,9905.09
Iraq,IRQ,2000,12395.76
Iraq,IRQ,2001,13527.19
Iraq,IRQ,2002,12297.31
Iraq,IRQ,2003,11010.27
Iraq,IRQ,2004,11387.24
Iraq,IRQ,2005,10735.86
Iraq,IRQ,2006,10760.10
Iraq,IRQ,2007,11293.57
Iraq,IRQ,2008,11685.11
Iraq,IRQ,2009,12822.13
Iraq,IRQ,2010,13258.31
Iraq,IRQ,2011,13600.75
Iraq,IRQ,2012,13871.82
Iraq,IRQ,2013,14378.96
Iraq,IRQ,2014,13373.95
Iraq,IRQ,2015,12923.18
Iraq,IRQ,2016,14487.68
Iraq,IRQ,2017,13997.75
Iraq,IRQ,2018,14367.60
Iraq,IRQ,2019,15574.02
Ireland,IRL,1965,22973.65
Ireland,IRL,1966,25853.98
Ireland,IRL,1967,28038.20
Ireland,IRL,1968,32702.77
Ireland,IRL,1969,32776.88
Ireland,IRL,1970,25251.35
Ireland,IRL,1971,26276.50
Ireland,IRL,1972,27150.26
Ireland,IRL,1973,28173.39
Ireland,IRL,1974,28059.01
Ireland,IRL,1975,26011.43
Ireland,IRL,1976,26057.50
Ireland,IRL,1977,27216.31
Ireland,IRL,1978,27944.27
Ireland,IRL,1979,30324.58
Ireland,IRL,1980,28936.02
Ireland,IRL,1981,27891.94
Ireland,IRL,1982,27479.67
Ireland,IRL,1983,26896.61
Ireland,IRL,1984,26529.90
Ireland,IRL,1985,27645.08
Ireland,IRL,1986,29802.63
Ireland,IRL,1987,30344.23
Ireland,IRL,1988,30073.98
Ireland,IRL,1989,31170.71
Ireland,IRL,1990,32746.49
Ireland,IRL,1991,33835.80
Ireland,IRL,1992,33896.53
Ireland,IRL,1993,34517.11
Ireland,IRL,1994,35568.97
Ireland,IRL,1995,36205.96
Ireland,IRL,1996,37998.10
Ireland,IRL,1997,39311.24
Ireland,IRL,1998,41631.02
Ireland,IRL,1999,43618.76
Ireland,IRL,2000,44729.84
Ireland,IRL,2001,46859.29
Ireland,IRL,2002,45504.57
Ireland,IRL,2003,43674.39
Ireland,IRL,2004,43242.10
Ireland,IRL,2005,43962.80
Ireland,IRL,2006,43572.23
Ireland,IRL,2007,43752.12
Ireland,IRL,2008,42094.13
Ireland,IRL,2009,37195.29
Ireland,IRL,2010,36805.56
Ireland,IRL,2011,33562.51
Ireland,IRL,2012,33144.57
Ireland,IRL,2013,32152.79
Ireland,IRL,2014,31550.48
Ireland,IRL,2015,32686.86
Ireland,IRL,2016,34083.51
Ireland,IRL,2017,33004.43
Ireland,IRL,2018,32722.04
Ireland,IRL,2019,31489.61
Israel,ISR,1965,18663.23
Israel,ISR,1966,19014.66
Israel,ISR,1967,19394.68
Israel,ISR,1968,19882.14
Israel,ISR,1969,20251.12
Israel,ISR,1970,20494.13
Israel,ISR,1971,20692.57
Israel,ISR,1972,20899.20
Israel,ISR,1973,21140.23
Israel,ISR,1974,20907.42
Israel,ISR,1975,20911.89
Israel,ISR,1976,21491.16
Israel,ISR,1977,21910.38
Israel,ISR,1978,22827.07
Israel,ISR,1979,24456.95
Israel,ISR,1980,25545.56
Israel,ISR,1981,25508.07
Israel,ISR,1982,26056.48
Israel,ISR,1983,25820.27
Israel,ISR,1984,25761.95
Israel,ISR,1985,24632.76
Israel,ISR,1986,25484.62
Israel,ISR,1987,27763.68
Israel,ISR,1988,29193.75
Israel,ISR,1989,29605.89
Israel,ISR,1990,29909.80
Israel,ISR,1991,30076.49
Israel,ISR,1992,31628.63
Israel,ISR,1993,32308.57
Israel,ISR,1994,34145.30
Israel,ISR,1995,36910.28
Israel,ISR,1996,37759.54
Israel,ISR,1997,36099.46
Israel,ISR,1998,37694.93
Israel,ISR,1999,38334.67
Israel,ISR,2000,39290.08
Israel,ISR,2001,38370.45
Israel,ISR,2002,38236.37
Israel,ISR,2003,38615.66
Israel,ISR,2004,38358.90
Israel,ISR,2005,38803.23
Israel,ISR,2006,37889.75
Israel,ISR,2007,39009.17
Israel,ISR,2008,38642.00
Israel,ISR,2009,36110.20
Israel,ISR,2010,37439.65
Israel,ISR,2011,37555.77
Israel,ISR,2012,38502.11
Israel,ISR,2013,35152.34
Israel,ISR,2014,33912.59
Israel,ISR,2015,35129.74
Israel,ISR,2016,35015.73
Israel,ISR,2017,36030.94
Israel,ISR,2018,35466.92
Israel,ISR,2019,35864.08
Italy,ITA,1965,15186.76
Italy,ITA,1966,16485.81
Italy,ITA,1967,18073.83
Italy,ITA,1968,19620.98
Italy,ITA,1969,21302.88
Italy,ITA,1970,23565.47
Italy,ITA,1971,24841.09
Italy,ITA,1972,25883.12
Italy,ITA,1973,27180.26
Italy,ITA,1974,26952.13
Italy,ITA,1975,26009.76
Italy,ITA,1976,27566.54
Italy,ITA,1977,26937.45
Italy,ITA,1978,27811.95
Italy,ITA,1979,28739.38
Italy,ITA,1980,27898.44
Italy,ITA,1981,27299.64
Italy,ITA,1982,26514.57
Italy,ITA,1983,25905.24
Italy,ITA,1984,26195.50
Italy,ITA,1985,26118.69
Italy,ITA,1986,26778.73
Italy,ITA,1987,28144.68
Italy,ITA,1988,28831.17
Italy,ITA,1989,30067.34
Italy,ITA,1990,30313.43
Italy,ITA,1991,30498.36
Italy,ITA,1992,30435.05
Italy,ITA,1993,29911.16
Italy,ITA,1994,29697.26
Italy,ITA,1995,31366.09
Italy,ITA,1996,31239.81
Italy,ITA,1997,31800.21
Italy,ITA,1998,32785.47
Italy,ITA,1999,33706.07
Italy,ITA,2000,34219.49
Italy,ITA,2001,34145.35
Italy,ITA,2002,33974.40
Italy,ITA,2003,35013.00
Italy,ITA,2004,35092.13
Italy,ITA,2005,35211.98
Italy,ITA,2006,34788.39
Italy,ITA,2007,34124.07
Italy,ITA,2008,32964.20
Italy,ITA,2009,29937.28
Italy,ITA,2010,30457.48
Italy,ITA,2011,29296.43
Italy,ITA,2012,27848.14
Italy,ITA,2013,25431.18
Italy,ITA,2014,23358.87
Italy,ITA,2015,24459.43
Italy,ITA,2016,24789.27
Italy,ITA,2017,25267.32
Italy,ITA,2018,25031.38
Italy,ITA,2019,24476.03
Japan,JPN,1965,16237.73
Japan,JPN,1966,17847.83
Japan,JPN,1967,20834.25
Japan,JPN,1968,23006.84
Japan,JPN,1969,26100.00
Japan,JPN,1970,28921.81
Japan,JPN,1971,30173.83
Japan,JPN,1972,31211.94
Japan,JPN,1973,34905.94
Japan,JPN,1974,33930.08
Japan,JPN,1975,31737.10
Japan,JPN,1976,32404.49
Japan,JPN,1977,32654.87
Japan,JPN,1978,33209.11
Japan,JPN,1979,33819.19
Japan,JPN,1980,31972.94
Japan,JPN,1981,31121.36
Japan,JPN,1982,29107.75
Japan,JPN,1983,28989.50
Japan,JPN,1984,31490.22
Japan,JPN,1985,30703.67
Japan,JPN,1986,30481.84
Japan,JPN,1987,30664.18
Japan,JPN,1988,32841.96
Japan,JPN,1989,33732.48
Japan,JPN,1990,34980.06
Japan,JPN,1991,35392.83
Japan,JPN,1992,35932.90
Japan,JPN,1993,35476.76
Japan,JPN,1994,37388.06
Japan,JPN,1995,38087.09
Japan,JPN,1996,38687.62
Japan,JPN,1997,38710.49
Japan,JPN,1998,37432.47
Japan,JPN,1999,38492.80
Japan,JPN,2000,38908.52
Japan,JPN,2001,38470.78
Japan,JPN,2002,38461.76
Japan,JPN,2003,39786.36
Japan,JPN,2004,39165.19
Japan,JPN,2005,40076.41
Japan,JPN,2006,39477.17
Japan,JPN,2007,39808.81
Japan,JPN,2008,39742.89
Japan,JPN,2009,35264.34
Japan,JPN,2010,37315.49
Japan,JPN,2011,37772.48
Japan,JPN,2012,40477.72
Japan,JPN,2013,40028.08
Japan,JPN,2014,39011.69
Japan,JPN,2015,37998.30
Japan,JPN,2016,37356.97
Japan,JPN,2017,37382.18
Japan,JPN,2018,36666.25
Japan,JPN,2019,35756.98
Kazakhstan,KAZ,1985,49828.97
Kazakhstan,KAZ,1986,50470.67
Kazakhstan,KAZ,1987,50853.93
Kazakhstan,KAZ,1988,51973.61
Kazakhstan,KAZ,1989,50691.85
Kazakhstan,KAZ,1990,51125.79
Kazakhstan,KAZ,1991,51042.44
Kazakhstan,KAZ,1992,50656.73
Kazakhstan,KAZ,1993,44764.16
Kazakhstan,KAZ,1994,39832.79
Kazakhstan,KAZ,1995,36230.57
Kazakhstan,KAZ,1996,31939.23
Kazakhstan,KAZ,1997,28528.39
Kazakhstan,KAZ,1998,27293.85
Kazakhstan,KAZ,1999,25885.69
Kazakhstan,KAZ,2000,23585.91
Kazakhstan,KAZ,2001,26657.25
Kazakhstan,KAZ,2002,27063.55
Kazakhstan,KAZ,2003,29786.95
Kazakhstan,KAZ,2004,31487.70
Kazakhstan,KAZ,2005,32857.31
Kazakhstan,KAZ,2006,34504.12
Kazakhstan,KAZ,2007,38163.51
Kazakhstan,KAZ,2008,40052.32
Kazakhstan,KAZ,2009,35787.67
Kazakhstan,KAZ,2010,37995.84
Kazakhstan,KAZ,2011,41399.26
Kazakhstan,KAZ,2012,42325.79
Kazakhstan,KAZ,2013,42165.41
Kazakhstan,KAZ,2014,42047.54
Kazakhstan,KAZ,2015,40714.04
Kazakhstan,KAZ,2016,40430.57
Kazakhstan,KAZ,2017,42283.35
Kazakhstan,KAZ,2018,46316.61
Kazakhstan,KAZ,2019,44974.22
Kuwait,KWT,1965,171795.26
Kuwait,KWT,1966,162420.53
Kuwait,KWT,1967,150130.57
Kuwait,KWT,1968,144154.75
Kuwait,KWT,1969,135880.71
Kuwait,KWT,1970,102567.72
Kuwait,KWT,1971,95473.06
Kuwait,KWT,1972,99568.68
Kuwait,KWT,1973,93432.70
Kuwait,KWT,1974,84497.36
Kuwait,KWT,1975,71486.97
Kuwait,KWT,1976,79369.26
Kuwait,KWT,1977,76171.45
Kuwait,KWT,1978,78620.48
Kuwait,KWT,1979,90116.73
Kuwait,KWT,1980,64358.69
Kuwait,KWT,1981,77546.46
Kuwait,KWT,1982,74013.10
Kuwait,KWT,1983,78110.66
Kuwait,KWT,1984,79484.77
Kuwait,KWT,1985,73789.27
Kuwait,KWT,1986,79272.61
Kuwait,KWT,1987,69736.97
Kuwait,KWT,1988,75438.47
Kuwait,KWT,1989,79766.84
Kuwait,KWT,1990,37793.82
Kuwait,KWT,1991,22224.64
Kuwait,KWT,1992,43050.06
Kuwait,KWT,1993,62607.32
Kuwait,KWT,1994,82228.48
Kuwait,KWT,1995,106060.89
Kuwait,KWT,1996,103669.42
Kuwait,KWT,1997,102691.26
Kuwait,KWT,1998,116520.92
Kuwait,KWT,1999,112714.11
Kuwait,KWT,2000,112287.17
Kuwait,KWT,2001,110892.03
Kuwait,KWT,2002,111152.14
Kuwait,KWT,2003,129159.66
Kuwait,KWT,2004,142196.01
Kuwait,KWT,2005,152576.28
Kuwait,KWT,2006,137852.73
Kuwait,KWT,2007,126970.56
Kuwait,KWT,2008,130210.61
Kuwait,KWT,2009,128064.34
Kuwait,KWT,2010,130930.79
Kuwait,KWT,2011,124080.32
Kuwait,KWT,2012,130407.77
Kuwait,KWT,2013,128398.87
Kuwait,KWT,2014,112493.91
Kuwait,KWT,2015,117462.17
Kuwait,KWT,2016,118287.21
Kuwait,KWT,2017,107995.05
Kuwait,KWT,2018,105496.45
Kuwait,KWT,2019,108032.96
Latvia,LVA,1985,37768.62
Latvia,LVA,1986,34548.58
Latvia,LVA,1987,30142.72
Latvia,LVA,1988,28748.54
Latvia,LVA,1989,27917.93
Latvia,LVA,1990,27466.85
Latvia,LVA,1991,26423.35
Latvia,LVA,1992,18923.72
Latvia,LVA,1993,15738.01
Latvia,LVA,1994,14878.24
Latvia,LVA,1995,14307.64
Latvia,LVA,1996,14506.77
Latvia,LVA,1997,13466.94
Latvia,LVA,1998,13448.69
Latvia,LVA,1999,12639.52
Latvia,LVA,2000,12333.75
Latvia,LVA,2001,13704.48
Latvia,LVA,2002,14476.41
Latvia,LVA,2003,14630.55
Latvia,LVA,2004,15946.27
Latvia,LVA,2005,16494.00
Latvia,LVA,2006,16436.25
Latvia,LVA,2007,17243.30
Latvia,LVA,2008,17126.33
Latvia,LVA,2009,15777.99
Latvia,LVA,2010,18521.01
Latvia,LVA,2011,16957.72
Latvia,LVA,2012,16584.75
Latvia,LVA,2013,16698.18
Latvia,LVA,2014,16157.04
Latvia,LVA,2015,16798.05
Latvia,LVA,2016,17523.23
Latvia,LVA,2017,17322.36
Latvia,LVA,2018,17685.73
Latvia,LVA,2019,18708.70
Lithuania,LTU,1985,42849.99
Lithuania,LTU,1986,38272.81
Lithuania,LTU,1987,40677.76
Lithuania,LTU,1988,39865.78
Lithuania,LTU,1989,40777.78
Lithuania,LTU,1990,41215.40
Lithuania,LTU,1991,44412.14
Lithuania,LTU,1992,23936.50
Lithuania,LTU,1993,18056.60
Lithuania,LTU,1994,17823.97
Lithuania,LTU,1995,17630.27
Lithuania,LTU,1996,18524.63
Lithuania,LTU,1997,17864.18
Lithuania,LTU,1998,18696.15
Lithuania,LTU,1999,16737.89
Lithuania,LTU,2000,15174.78
Lithuania,LTU,2001,16767.61
Lithuania,LTU,2002,16465.93
Lithuania,LTU,2003,17005.22
Lithuania,LTU,2004,17737.98
Lithuania,LTU,2005,19055.11
Lithuania,LTU,2006,19506.03
Lithuania,LTU,2007,21171.73
Lithuania,LTU,2008,21161.91
Lithuania,LTU,2009,18195.47
Lithuania,LTU,2010,20042.32
Lithuania,LTU,2011,20949.93
Lithuania,LTU,2012,21178.38
Lithuania,LTU,2013,19389.94
Lithuania,LTU,2014,18883.58
Lithuania,LTU,2015,19899.23
Lithuania,LTU,2016,20264.54
Lithuania,LTU,2017,21438.42
Lithuania,LTU,2018,22579.25
Lithuania,LTU,2019,22567.53
Luxembourg,LUX,1965,125904.76
Luxembourg,LUX,1966,119961.80
Luxembourg,LUX,1967,117341.24
Luxembourg,LUX,1968,126201.85
Luxembourg,LUX,1969,135175.52
Luxembourg,LUX,1970,139489.22
Luxembourg,LUX,1971,133627.13
Luxembourg,LUX,1972,136535.74
Luxembourg,LUX,1973,143579.95
Luxembourg,LUX,1974,144365.74
Luxembourg,LUX,1975,118883.35
Luxembourg,LUX,1976,118269.67
Luxembourg,LUX,1977,109326.08
Luxembourg,LUX,1978,113153.80
Luxembourg,LUX,1979,115624.99
Luxembourg,LUX,1980,106204.23
Luxembourg,LUX,1981,90390.61
Luxembourg,LUX,1982,84714.61
Luxembourg,LUX,1983,79155.91
